id,isbn,name,author,publishing,publisheddate,price,pages,description
679,9.7873E+12,穿越后现代,邵亦杨,北京大学出版社,Oct-12,42,42,本书以穿越后现代为主题，着重阐释和分析当代西方艺术理论和实践中的最新趋势，特别是对自上世纪60年代以来的当代艺术理论和实践进行了深入分析，论证了当代西方艺术如何走出后现代主义理论的困境和面临的新问题，继《后现代之后》之后再次提出：后现代主义的时代已经过去，一个更加多元化的时代、一个不再受主义和理论束缚的时代已经来临。
680,9.7873E+12,翰墨荟萃,上海博物馆,北京大学出版社,2012/10/29,120,120,"本书不是美术史（有一些是非美术史领域的学者）。
本书不是论文集（本展览的论文集还在编辑中）。
本书是对“翰墨荟萃”展的导览读物。2012年11月2日至2013年1月3日，美国藏中国五代宋元书画珍品展在上海博物馆开幕，百年前或几十年前流入美国的《溪岸图》《捣练图》《晴峦萧寺图》等巨制将回到中国与观众见面。绘画历来是博物馆最吸引人的藏品之一，本书邀请单国霖、余辉、高居翰、方闻、谢柏轲、姜斐德等国内外美术史学者，以及张鸣、白化文、扬之水、杭侃等人文学者，介绍了画展陈列的唐宋元名画，有的从画作本身的构图、用笔、风格等方面介绍其艺术成就，有的从表现对象的时代特征上考订画作的创作年代，有的从与同时代同题材作品的对比中把握其笔墨特征、意境及创作个性，有的通过款识探究其流传过程，还有的展现了广阔的宋元社会生活面貌，将这些名画的魅力充分地展现给读者。"
681,9.7873E+12,春心无处不飞悬,张继青,北京大学出版社,Oct-13,46,46,本书是著名昆曲艺术家张继青先生对于自己从艺几十年来的回忆，既有对于具体某戏的解说，也有关于昆曲整体表演上的论述。包括《牡丹亭》(游园、惊梦、寻梦、写真、离魂)五折，《朱买臣休妻》(逼休、悔嫁、痴梦、泼水)四折，《白蛇传》（断桥）一折，《慈悲愿》（认子）一折，《蝴蝶梦》（说亲、回话）二折以及《跃鲤记》（芦林）一折表演方面的评述。另附有张继青先生表演戏单、艺术记事、以及张继青谈《南昆旦角演唱特色和正旦表演艺术》等。同时附录南昆《牡丹亭》与汤显祖原著文本比对，《烂柯山》康熙年间手抄本诸折大要和《朱买臣休妻》姚继焜改本的对比。
682,9.7873E+12,生旦净末丑的乾坤:梨花带雨(第2版),"谭帆 , 徐坤",北京大学出版社,Nov-13,56,56,"《幽雅阅读》丛书曾于2005—2008年陆续推出了9种，期间，我们也听到不少反馈意见，有关于形式的，更多则是内容方面的。
比如，有读者为其爱女寻觅13岁的生日礼物，苦觅多时选择了《幽雅阅读》，希望丛书“所带来的精神感悟可以启发她在中学开始之际就去学会思恋人文根本，思考价值取向，思辨社会大千”；有S君初恋女友负笈美国，从硕士到博士，乐而忘返，令留守在国内的S君焦虑不已，佳人却终因《幽雅阅读》心生归意：“我该回国了。……我需要山静日长的生活”； 丛书被诸多爱书人誉为“享受精神慰藉获得灵魂升华的高雅之作”；丛书在某网站被高价出售；当然，更有许多读者对丛书提出了不少建议。
被关注总是值得庆幸的。在丛书售罄多时后，综合读者和作者的意见和建议，我们对丛书进行了全面的修订，既有内容的增减，也有排版和编校的完善，并以此期待更多关切的目光。
感谢作者，他们为我们提供了一次高规格的精神享受；感谢读者，你们的支持是我们永不停歇的动力；感谢祖国的传统文化，这是我们生生不息的心灵源泉！"
683,9.7873E+12,北大讲座精华集（经济）,阮草,北京大学出版社,2014,51.2,51,本书包含经济与管理学领域的精彩讲座文章，包括《科学发展观与和谐社会》、《自生能力与中国经济发展——在北大之江发展论坛的演讲和答问》、《中国经济改革30年》、《中国经验对于世界的启示》、《如何解释中国经济成长》等。
684,9.7873E+12,法律援助“三项标准”规范性文件汇编,司法部,北京大学出版社,2014,31,31,本书主要内容包括：北京市法律援助条例、天津市法律原著若干规定、天津市律师办理法律原著案件补贴标准的规定等。
685,9.7873E+12,文化产业导论,向勇,北京大学出版社,Feb-15,54,54,本书从文化产业的发展轨迹和理论源流出发，围绕文化资源、文化技术、文化资本、文化资产、文化制度、文化创意、创意领导力、文化经营、文化金融、文化聚落、文化软实力和文化治理等理论焦点和实务重点，运用艺术学和管理学的跨学科方法，结合国内外文化产业发展的现状与趋势、对文化产业的基本意涵和核心范畴进行了全面深入的理论阐释，尝试建构文化产业的分析框架和学科范式，从而实现一次文化产业发展到新常态阶段的学术反思和理论总结。
686,9.7873E+12,知识产权法学,杜颖,北京大学出版社,2015,39.3,39,本书系统地阐述了知识产权法的基本制度与有关知识产权的主要国际公约以及知识产权保护的法律体系。主要内容包括；知识产权法导论、著作权法、专利法、商标法和反不正当竞争法等，并根据相关法律最新修订情况，对相关内容进行更新、充实，以方便教师与学生使用。
687,9.7873E+12,中国早期戏曲生成史论,赵兴勤,北京大学出版社,Dec-15,78,78,作者以先秦至南宋为研究时限，对早期戏曲的发展与形成进行了空间的、立体的、多方位的观照。
688,9.7873E+12,儒家精神取向的当代价值,杜维明,北京大学出版社,Apr-16,45,45,"儒家不只是中国文化的自我表述，不只是中华民族的集体记忆，也不只是东亚文明的体现，它是人类共同的精神资源。
《儒家精神取向的当代价值：20世纪访谈》，“以仁心说，以学心听，以公心辩”，从各种角度探讨儒家的精神取向的当代价值，如抗议精神、群体的批判的自我意识、人文主义、内在的超越、体验之知、根源意识与全球化、本土经验与现代化等等，希望激活儒家的生命力，扩大儒学的发展空间。"
689,9.7873E+12,托尔斯泰次子回忆录,[俄]伊·托尔斯泰,北京大学出版社,Mar-16,45,45,本书原名《我的回忆》，为伟大作家列夫·托尔斯泰的次子伊利亚·里沃维奇·托尔斯泰所作。在自己的回忆录中，伊·托尔斯泰怀着强烈的情感回忆了自己的父亲，此外对于母亲、哥哥、姨母等也都有着深情的追忆。托尔斯泰亲人朋友所写的回忆录不计其数，而这本托尔斯泰次子所写的回忆录独特之处就在于，对于托尔斯泰一生最后三十年的精神追求及最终离家出走的过程记叙得尤为详尽，对于作者所至爱的双亲晚年的争执、反目分析得极为透彻又不失公允。所有这些都使这部回忆录成为我们研究列夫·托尔斯泰的生平和创作过程中不可多得的重要著作。
690,9.7873E+12,社会工作导论,田奇恒,北京大学出版社,2016,35,35,本书的主要内容是社会工作概述、社会工作常用的工作手法、社会工作的应用领域、社会工作的发展趋势。读者对象：高职高专社会工作专业学生，社会工作专业本科自考考生，社会工作者资格证考生，社会服务与管理有关部门的在职工作人员以及对社会工作专业感兴趣的社会各界人士。
691,9.7873E+12,机械制造技术基础（第2版）,李菊丽 郭华锋,北京大学出版社,2017,48.5,48,本书共分为8章，内容包括：机械制造概论、机械加工方法与装备、金属切削过程及控制、机床夹具设计原理、机械加工工艺规程设计、机械装配工艺基础、机械加工质量分析与控制、机械制造技术的发展。
692,9.7873E+12,主权债务关系的跨国法治研究,郭华春,北京大学出版社,2017,38,38,本书对主权债务关系跨国法治的内容进行阐述。挖掘了主权债务所具有的重要功能，确立主权债务关系法治化所追求的价值立场；分析了主权债务关系法治化面临的不足和完善建议；讨论了发达国家债务危机的特殊之处；提出以机制化路径完善主权债务争端解决程序主张，推动主权债务关系法治化。
693,9.7873E+12,反腐败与中国廉洁政治建设研究报告（Ⅳ）,商红日 张惠康,北京大学出版社,2017,45.7,45,"本书与前两辑一样，从学术视角客观反映和理性解读我国党风廉政建设和反腐败斗争的部署、进展和成效。同时,根据实地调研、问卷调查和舆情分析，反映对党风廉政建设的社会认同和期待，主张把依法反腐进行到底。全书共分四篇，对反腐败行动与方略、反腐败重点事件与重点领域、反腐论道、反腐舆情追踪等进行了详细的论述，重点总结分析了2016年全年反腐的新情况和新进展。"
694,9.7873E+12,北大校长与中国文化（第三版）,汤一介 编,北京大学出版社,Jun-18,49,49,本书是为北京大学120周年校庆而策划的“北大记忆”丛书之一种。全书收录了从孙家鼐到季羡林等11位北京大学校长/副校长和陈独秀、朱光潜等5位北大著名学者的小传，讲述了这些著名学者/教育家的生平事迹、学术贡献、教育理念等。这些著名学者也是某一时期学术文化界的代表人物，在他们身上集中地反映了当时思潮的热点和重心。如果把他们联系起来作为一条发展线索来考察，那么他们的活动和贡献就构成了现代中国学术文化思想发展中的一个历史环节。本书也可作为了解北京大学的普及读物。
695,9.7873E+12,电子技术改造传统产业概论,冯辛安,清华大学出版社,Aug-96,20,20,"内容简介
用电子技术改造传统产业是当前我国工业企业面临的一项重大历史任务，这是一门涉及内容极其广
泛的高新技术，学科跨度大。本书对电子技术改造传统产业从总体上作了一个概括的介绍。在内容处理上，
着重介绍一些基本概念、应用技术、发展水平、实施方法和关键技术。
全书内容如下：第1章综述；第二部分内容是介绍四大基础元器件，含第2章的传感与检测技术及其
应用，第3章的电力电子技术及其应用和第4章的数字控制及可编程序控制器技术；第三部分内容介绍五
大系统技术，含第5章的cAD/CAM一体化技术，第6章的机器人技术，第7章的计算机过程控制技术，
第8章的设备状态监测与故障诊断技术和第9章的计算机辅助生产管理系统；最后介绍传统产业改造的
方向，即第10章的柔性自动化制造技术。
本书可作为机械、电子、冶金、轻工、军工、化工、建筑、医疗、仪器设备等行业的企业技术领导和
从事产品开发、制造、管理和企业技术改造的科技人员为更新知识、改变观念、增强决策能力进行技术培
训用，使读者可以站在较高的位置，规划和实施电子技术改造传统产业工程。
本书也可作为各类大专院校本科生和研究生的教材或参考书。"
696,9.7873E+12,现代汽车维修 第三册--电气与电控,田炜,清华大学出版社,Apr-97,8.5,8,"内容提要
本书介绍现代汽车的结构、工作原理、使用保养、故障诊断和修理技术。分四册出
版：第一册发动机；第二册底盘；第三册电气与电控；第四册故障诊断和保养维修
规范。本书是在参考国内外最新资料的基础上编写而成，取材新，语言通俗。适合于各
种层次的驾驶员、汽车修理工人及技术人员，以及有关专业的大学本科、大专、中专学
生及教师参考学习，并可作为教材使用。
本册主要介绍发动机电气系统、车身电气系统、电子控制燃油喷射系统、电子控制
点火系统、怠速转速控制等的结构、工作原理及保养维修方法。"
697,9.7873E+12,远大前程,杨慎生,清华大学出版社,Feb-97,4.8,4,"内容提要
本书是根据狄更斯的同名著名小说改编的优秀剧本。主人公皮普是
一个可怜的孤儿，他得到一个神秘逃犯的帮助，成为上等人，然而有钱人
的虚伪、变态和劳动人民的真诚、朴实使他最终认识到成为上等人并非理
想的人生。"
698,9.7873E+12,数据库系统原理教程,陈红,清华大学出版社,Jul-98,18.5,18,"内容提要
本书系统、完整地讲述了当前数据库技术的基本原理和应用实践。主要内容包括：数据模型、数据库系
统结构、关系数据库、SQL语言、关系数据库设计理论、数据库保护、数据库设计、关系数据库管理系统实
例、数据库技术新进展等。每章后均附有习题。
本书可作为高等院校信息管理专业数据库课程的教材，也可供从事计算机开发与应用的科研人员、工
程技术人员以及其他有关人员参考。"
699,9.7873E+12,现场总线技术及其应用,阳宪惠,清华大学出版社,Jun-99,36,36,"内容提要
本书旨在介绍现场总线这一自控领域的新技术。全书力图展现现场总线的技术概貌，以计算机网
络、通信、开放系统互连参考模型等知识为基础，针对基金会现场总线、LonWorks总线、PROFIBUS总
线、CAN总线、HART等几种有影响力的现场总线技术，较全面地介绍了它们各自的技术特点、规范、通
信控制芯片、接口电路设计以及现场总线控制系统和网络系统的设计、应用等。
本书图文并茂，突出与应用技术相关的内容。可作为大专院校自动化、仪表专业师生的教学参考书，
可供相关专业的工程技术人员阅读，或作为现场总线系统设计、应用技术开发人员的培训教材。"
700,9.7873E+12,Windows NT系统安全实用技术,高鹏,清华大学出版社,Oct-99,27,27,"内容简介
本书讲述WindowsNT系统的有关网络和系统安全。书中首先介绍了与WindowsNT安全有关的概念
及相关问题，然后详细地介绍了WindowsNT系统中存在的安全问题，重点介绍了WindowsNT安全配置
的具体方法。最后，介绍了WindowsNT系统已知的安全漏洞及相应的解决方法。本书针对性强、技术实
用，是帮助用户解决WindowsNT安全问题的不可多得的好书。"
701,9.7873E+12,2003MBA联考清华辅导教材,谷衍奎,清华大学出版社,2002/8/1,34,34,&nbsp;&nbsp;&nbsp;&nbsp;简介：本书用通俗易懂的语言阐述了项目经理在进行项目管理过程中涉及的所有工作，为项目经理开展项目管理提供了全方位的理论依据。作者对项目的四要素：性能、成本、时间和规模（P、C、T、S）的论述，非常深刻地揭示了项目管理的目的，并为项目的选择和实施提供了通行的规则。作者同时还提出了另一个重要观点：项目管理就是“与人打交道的艺术”。书中还就项目团队的建立与运
702,9.7873E+12,通信网基本概念与主体结构,Indra widjaja,清华大学出版社,2003/6/1,68,68,本书将通信技术与网络技术的知识有机结合，介绍通信网的基本概念、应用、结构、相关协议和技术，介绍ATM网和IP网的融合技术、网络安全、多媒体信息的基本特征和网络技术。
703,9.7873E+12,Visual C++面向对象编程教程,王育坚,清华大学出版社,2003/9/1,35,35,本书是按照北京市高等教育精品立项项目的总体要求而编写的。本书系统地介绍了Visual C++面向对象编程的基础知识和基本方法。全书分为9章，主要内容包括C++程序设计、Visual C++编程基础和Visual C++高级编程三个部分，按照Visual C++编程环境——C++语言——应用程序向导——文档/视图结构——MFC——对话框——图形处理——编程深入的顺序安排学习内容。为了配合教学，本书还提供了非常丰富的习题。全书内容安排循序渐进，重点突出，实例典型，文字精练。本书适合作为高等学校相关课程的教材或参考书，也可作为Visual C++初、中级用户的自学读本或培训教材。
704,9.7873E+12,探索与抉择,张德美,清华大学出版社,Jan-03,28,28,本书的价值在于对法律移植一般理论的探讨，以及对晚清法律实践的再认识。作者运用比较研究的方法，结合近现代欧洲、亚洲、非洲法律移植的史实，探讨了法律移植的原因、对象、方式及其效果。指出，法律制度是一具不断发展变化的过程，一个不断创新、继承与借用的过程。在法律移植方式上，本书从人类认识的一般规律和法律构成要素着眼，提出在移植外来法时，可以循序渐进地采用法理移植、司法移植、立法移植三种方式。晚清法律移植是近代工业化以后社会政治、经济、文化发展的必然要求。晚清政府出于强化集权与争取主权的需要，在移植外来法进取舍不同，致使新建立的法律体系呈现出明显的混合法样式。由于法理移植基础的薄弱和司法移植经验的不足，晚清立法中矛盾冲突之处甚多，这些教训值得后世的立法者、法官、法学家深刻反思。本书适于高等院校、研究机构从事法律研究的教师、学生使用，对于立法实践部门的工作人员也有参考价值。
705,9.7873E+12,材料力学,陈艳秋,清华大出版社,Jan-04,24,24,《材料力学》分别讲述了基本受力形式下杠杆的内力、应力、变形、位移以及应力状态分析和失效判据与设计准则，疲劳强度简介、能量法、动载荷与动应力等内容。
706,9.7873E+12,系统工程引论,孙东川 编,清华大学出版社,Oct-04,29,29,"本书是教育部“十五”国家级规划教材之一，是一本系统工程的基本教科书。根据各校情况，使用本书的课程可以是“系统工程引论”、“系统工程导论”，或者一般地叫作“系统工程”。
    本书的主旨是讲述系统概念和系统工程原理，包括基本的和若干深化的系统概念，以及基本的和若干深化的系统工程理论。同时本书反映了国内外系统科学和系统工程的许多新的研究成果。作者归纳陈述了30多条命题，既是对全书主要内容的概括，也是给读者留下深入研究的空间。作者专门论述了“系统工程师的素质与培养”，其中特别提出系统工程师的道德修养。此外，作者还指出，系统工程不仅是技术，是方法，而且其本身正在成为一种普遍适用的科学方法论，即用系统的观点考虑问题（尤其是复杂系统、复杂巨系统的问题），用工程的方法来研究解决问题。这种方法论不但可以为工程技术人员和管理人员所掌握和使用，也可以为从中央到地方的各级领导人所掌握和推广。
    全书12章内容是作者结合教学实践和科研成果精心选择的。在内容的阐述上，作者既注重概念的准确性、条理性，又注重深入浅出、循序渐进。读者面很宽，不但适用于理工科大学生和研究生，而且适用于经管类专业大学生和研究生，以及政府机关工作人员和企业管理人员。"
707,9.7873E+12,信息资源组织与管理,成卫,清华大学出版社,Mar-05,29.8,29,《信息资源组织与管理》共分为9章：第1章介绍信息资源的基本概念；第2、3章介绍信息资源的组织方法，包括信息资源的分类方法、编码方法、信息源的确定方法、信息的采集方法、信息的整序方法以及信息的存储方法等；第4～8章介绍信息资源的管理方法，包括信息检索、信息资源的综合利用、信息资源的安全管理、信息产业管理方法、信息服务业管理等；第9章介绍了信息人力资源的组织与管理方法。
708,9.7873E+12,Java语言编程基础教程,宋振会,清华大学出版社,May-05,32,32,"Java是美国SUN公司在1996年正式推出的纯面向对象的编程语言，主要用于Internet网络编程，目前为Java 2版本。本书按照此标准为基础，对Java进行了全面、详细的介绍。
    Java是在C++的基础上发展起来的，因此其基本语法和C++类似。为了让没有C++基础的读者也能读懂本书，本书在前面章节安排了C++的基础内容。概括起来本书内容主要包括：从C++编程转到Java编程；常量、变量和内存；运算符、优先级和结合律；面向对象的编程方法（类）；条件判定和循环；创建窗体界面的组件；使用布局管理器布局界面；创建基于Web的Applet应用；窗体界面的交互和事件处理；程序运行中的异常处理；多线程编程；文件管理和输入/输出流；基于Web的网络编程。本书编写时参考了大量的国际软件工程师培训教程，又借鉴了作者多年的编程经验和教学经验，采用符合国际性标准的编程方法和惯例，将一些高深、抽象的理论，通过大量的程序案例进行讲述，使读者阅读起来通俗易懂。
    本书是学习Java语言编程的优秀教程，内容丰富，讲述清楚，实例典型而丰富，适用于Java培训学员、高等院校及职业院校的学生、其他Java编程爱好者。"
709,9.7873E+12,烧伤学临床新视野,郭振荣,清华大学出版社,May-05,88,88,本书共分21章，重点对烧伤学中最受烧伤科临床医生关注的休克、感染、营养代谢、创面修复、瘢痕整形和烧伤康复等几大方面问题进行了深入浅出的专题论述。本书内容新颖，反映了烧伤学国内外研究的最新进展。本书凝聚了作者多年的临床经验，文笔流畅，图文并茂，做到了“三结合”，即“临床经验与基础研究相结合”、“理论与实践相结合”、“烧伤学基础知识与烧伤学学科发展前沿相结合”。本书具有很高的学术价值，对烧伤科医生临床工作有很强的指导作用。
710,9.7873E+12,成本会计,乐艳芬,清华大学出版社,Jul-05,29,29,成本会计，ISBN：9787302109259，作者：乐艳芬主编
711,9.7873E+12,计算机硬件基础课实验教程,冯一兵,清华大学出版社,Jul-05,19,19,"本书是配合计算机硬件基础课程实验教学的教材，内容包括实验教学的作用和目标；《数字逻辑与数字系统》实验；EDA工具入门；TEC-5数字逻辑和计算机组成实验系统；TEC-4计算机组成与体系结构实验系统；研究性实验课题。
    本书以创新研制的三种型号教学仪器为背景，详细介绍了《数字逻辑与数字系统》《数字电子技术基础》《计算机组成原理》《计算机组织与体系结构》等课程的基本教学实验、综合性实验、研究性实验课题，由浅入深，由易到难，有很强的教学指导性，利于学生的创新能力培养。
    本书适合于计算机、信息、自控、电子等专业的本科生及工程技术人员学习及参考阅读。"
712,9.7873E+12,8051微控制器教程,麦肯锡,清华大学出版社,Dec-05,39,39,提起计算机，大部分人会下意识地想到办公桌上的PC机，进一步的，会想起Intel公司的奔腾芯片，但事实上，PC机仅仅是计算机的一部分，在桌面办公以外的众多场合，如仪器接口，自动化生产和工业控制等方面，计算机往往承担着关键性的工作，在这些场合的计算机中，微控制器(而不是微处理器)是系统的核心。本书从最基本的概念开始，重点讲解8051微控制器的结构及其编程方法。
713,9.7873E+12,让品牌为你打工,郭金龙,第1版 (2005年10月1日),2005年10月1日,16,16,最出名的企业不一定最赚钱，最赚钱的企业不一定最出名。如何不要让品牌成为借口？如何让品牌不要成为经营的累赘？如何要品牌成为赚钱的工具？本书将告诉你如何利用品牌成为企业盈利的工具。适用于企业中高层管理人员、咨询培训公司人员以及其他相关人员参考使用。
714,9.7873E+12,数字信号处理学习辅导,赵健/李毅/杨菊平编,清华大学出版社,Apr-06,15,15,"数字信号处理是信息处理技术的一个重要分支，在通信、雷达、声学等诸多领域有广泛的应用。本书与《数字信号处理》（赵健主编）内容相互补充，对数字信号处理知识进行了归纳，并通过例题对相关知识进行了巩固和加深。
    全书共分5章。第1章： 离散时间信号和离散时间系统；第2章： 离散傅里叶变换及其快速算法；第3章： 数字滤波器设计；第4章： 基于Matlab的实验指导；第5章： 历届硕士生入学考试试题及模拟题，包括答案。前3章均附有相应的例题及习题。
    本书可与教材配套使用，也可作为高校数字信号处理课程学习及考研复习的参考书"
715,9.7873E+12,全国计算机等级考试真题（笔试+上机）,徐军,清华大学,Feb-06,29,29,"本书根据教育部考试中心颁布的全国计算机等级考试（三级网络技术）新大纲内容要求编写，内容与最新教育部考试中心的指定教材一致。本书紧密结合每章知识点，详细分析了历年笔试和上机试题，精心设计了5套模拟笔试试卷和5套上机模拟题，可使考生的应试水平在较短时间内得到提高，掌握过关致胜之技能。
　　书中试题突出考点、重点、难点，针对性强，题型标准，应试导向准确。与同类书相比，本书独有的特点在于：试题最新，每道题均附有答案和详细解析，这样不仅可以节约考生的时间，而且能使考生举一反三，融会贯通。本书非常适于报考全国计算机等级考试（三级网络技术）的考生复习使用，同时也适合大中专院校教师辅导学生和学生自学使用。"
716,9.7873E+12,青少年信息学奥林匹克竞赛初级规范教程,滕伟,清华大学出版社,Apr-06,32,32,《青少年信息学奥林匹克竞赛初级规范教程》内容丰富并肯有体系性，讲解详细清晰，程序风格严谨规范。　　《青少年信息学奥林匹克竞赛初级规范教程》适用于初学程序设计或初学信息学奥林匹克竞赛的中小学生自学同，也可作为信息学奥林匹克竞赛的基础培训教材。
717,9.7873E+12,网页设计三合一教程,王诚君,清华大学,May-06,34,34,"你是否是个有表现欲的人？你是否想让自己的才华得到展现？在这个互联网盛行的时代，越来越多的人希望拥有自己的个人主页，以充分展示自我；越来越多的公司希望拥有一个极具吸引力的网站，以进行公司产品和形象的宣传。提起网页设计，就不能不说素有网页设计“三剑客”之称的Dreamweaver、Fireworks和Flash这三款软件，它们是设计与制作网页的最佳拍挡，使用它们可以高效、快捷地完成动态网站的创建，并且让自己的网站更具特色。怎么样，要不要试试看？！

　　本书以理论结合实践的方式，循序渐进地介绍了Macromedia公司的网页制作“三剑客”—— Dreamweaver MX 2004、Fireworks MX 2004和Flash MX 2004的使用方法与操作技巧。
　　全书共分22章，由3部分组成，内容包括Dreamweaver MX 2004网页制作基础，超链接、表格、框架、表单、层、行为、模板与库的使用，以及站点的维护等；Fireworks MX 2004的基本操作，如文本和位图图像的操作、基本动画的创建、Web设计功能和图像的优化与导出；FlashMX 2004的应用，如动画制作基础，基本动画和交互式动画的制作、在动画中添加声音以及高级交互式动画的创建等。
　　本书内容翔实、语言简洁、结构清晰、实例丰富，具有很强的操作性和实用性，可作为高等院校及各类电脑培训班的教材，也可以作为广大网页制作人员的参考书籍。"
718,9.7873E+12,国家执业药师资格考试分级考点详解与练习,王金辉,清华大学,Jun-06,80,80,本书根据最新版《国家执业药师资格考试大纲》，采用考点分级详解的方式，将考点分类、分步细化，对考试大纲中的重点、难点内容进行了介绍，旨在帮助考生明确考试方向、抓住考试重点、合理安排自学和复习时间，从而极大地提高考试通过率。
719,9.7873E+12,一学就会魔法书,陈晓赟,第1版 (2006年7月1日),Jul-06,28,28,本书主要介绍BIOS中最常规的设置项和注册表在Windows XP中的各项实用设置。以小魔女对BIOS与注册表一窍不通到玩转BIOS与注册表的过程贯穿始末，内容浅显易懂，结合实际应用进行讲解，注重技巧和实用性，以便于引导初学者自学；每章后面附有丰富生动的练习题，以检验读者对本章知识点的掌握程度，达到巩固每章知识的目的。　　本书定位于电脑维护人员、lT从业人员、注册表初学者、电脑软/硬件爱好者，以及电脑培训班和不同年龄段的电脑爱好者参考与学习使用。
720,9.7873E+12,动画创作技法,"孙立军,董立荣",清华,Jan-07,48,48,动画创作技法，ISBN：9787302140368，作者：孙立军，董立荣 主编
721,9.7873E+12,民法学,马俊驹,清华大学,Feb-07,49.8,49,"本教材按照中国民法典进行设计，并以我国民法通则、合同法、继承法等现行民事法律法规为依据，紧密结合最高人民法院的司法解释，借鉴外国与我国台湾地区的民事立法与司法实践，吸收国内外民法学研究的新成果，理论联系实际，系统阐述了民法的基本理论、基本制度和基本知识（因知识产权法与婚姻家庭法另有教材，故本书未作具体论述）。
    本书共分6编34章，主要包括民法总论、人身权、物权、合同、继承、侵权。在内容上主要突出民法典的特色，以适应新世纪发展的需要；在体例编排上，每章有“学习提示”、“关键词”、“相关资料”、“本章小结”及“案例分析”等，令人耳目一新。
    本书适用于普通高等院校法学专业本科生和法律硕士研究生的教学之用，也可作为相关法律从业人员的参考用书。"
722,9.7873E+12,Oracle数据库管理及应用开发教程,吴京慧，杜宾，杨波　编著,清华大学,Feb-07,39,39,"本书结合Oracle 10g数据库技术与Delphi 7开发工具，通过一个数据库应用系统的开发实例，引导读者从基本概念和理论入手，逐步掌握基于C/S体系结构的数据库系统开发方法和技巧。
    本教材完全采用面向对象编程技术，对所有的应用界面都进行了封装，并大量使用了继承技术和多态技术以减少代码量、提供界面和保持编程风格的一致性。全书写作结构合理，层次清晰，实例完整，是一本操作性、实用性较强的书籍。全书分为14章，分别讲述了Oracle 10g数据库的体系结构、安全管理、空间管理、PL/SQL编程技术、备份与恢复、软件开发体系结构、Delphi 7集成开发、Object Pascal语言与对象编程技术、数据库编程、报表开发、员工管理子系统的数据库设计与应用开发等知识。
　　本书通过实例实现了Oracle系统管理与PL/SQL编程及Delphi应用开发的完美结合，自始至终贯穿了面向对象的软件开发思想，严格的代码规范与界面设计有助于软件开发的产业化，针对性和专业性强。
　　本书适用于计算机、信息管理与信息系统以及相关专业的本科生、数据库管理员以及Oracle数据库应用开发人员等。"
723,9.7873E+12,动漫色彩构成,陈伟,清华大学,Aug-07,42,42,动漫色彩构成，ISBN：9787302152170，作者：陈伟、张瑞琴
724,9.7873E+12,经济数学,张杰明,清华大学,Aug-07,37,37,经济数学，ISBN：9787302157700，作者：张杰明
725,9.7873E+12,就这么简单,向怡宁,清华大学出版社,2008/6/1,79,79,就这么简单：Web开发中的可用性和用户体验，ISBN：9787302169994，作者：向怡宁
726,9.7873E+12,Matlab/Simulink通信系统建模与仿真实例分析,邵玉斌 编,清华大学,Jun-08,39,39,《Matlab/Simulink通信系统建模与仿真实例分析》系统地介绍了通信建模仿真方法和模型验证技术，并结合作者近年在教学科研中所设计的大量基础的和较深入的建模仿真实例，重点讨论了建模仿真原理和相关的数值计算方法、模拟通信系统、模数转换、调制与编码、信道模拟、载波与符号同步、信道均衡、跳频系统和直接扩频系统、通信模型正确性评估、仿真数据验证和数据处理技术等内容，并在仿真实例中展示了科学研究论文和报告所需的数据处理和表现技巧。
727,9.7873E+12,航空货运代理实务,谢春讯//李智忠//徐阳,清华大学,Nov-08,36,36,《航空货运代理实务》主要由三部分组成：第1部分为基础篇，主要介绍航空货运代理基本概念，有关代码，相关组织及其相关公约与法规；第2部分为实务篇，主要介绍航空货运代理规程，航空运价及运费，航空货运操作设备，特种货物运输，不正常情况的处理与风险防范；第3部分为发展篇，主要介绍航空货运代理发展趋势和航空货运收益管理。
728,9.7873E+12,UG NX 6产品造型设计实例详解,铭卓设计,清华大学出版社,Mar-09,55,55,"《UG NX 6产品造型设计实例详解》以美国UGS（现已被西门子公司收购）公司的NX软件作为介绍对象，结合经典生活实例，详细介绍NX6产品造型设计的整个过程。书中内容剖析了产品造型的全部流程，第1－5章介绍产品造型的基础知识，如产品概念设计到上市的整个开发流程、NX建模的基准创建、曲线设计、曲面设计和曲线与曲面分析等；第6章和第7章主要介绍交叉曲面与渐变曲面的创建，内容很有代表性，每个实例都采用不同的设计方法；第8－12章则通过实例介绍各种造型曲面的创建方法与操作技巧，学习各种曲面的拆分与创建，如网格曲面、扫掠曲面、渐消曲面与艺术曲面等，同时在实例中还着重讲解三角面、四边面与N侧面的设计与细化。
《UG NX 6产品造型设计实例详解》内容实用性强、通俗易懂、层次清晰，书中每一个设计重点与难点都与实例相结合，详细解析复杂造型曲面的设计方法，具有很强的指导性和良好的可操作性。读者学习后，可以轻松地解决工作中的难题。
《UG NX 6产品造型设计实例详解》适用于有一定NX基础的工程技术人员、大中专院校学生以及想进一步提高产品设计能力的工作人员。"
